sequencing_ID;lab_ID;SR_sample_accession;SR_lane_accession;LR_sample_accession;LR_run_accession;ST;HC0;HC900_ceBG;HC2000_super_lineage;lineage;BAPS_level1;BAPS_level2;qc;included;serotype_lab;country_of_isolation;year_of_isolation;source;institute;travel_origin;city_Orphanage_Ethiopia;remarks;AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN;BETA-LACTAM;CEPHALOSPORIN;CHLORAMPHENICOL;GENTAMICIN;GENTAMICIN/KANAMYCIN/TOBRAMYCIN;KANAMYCIN;MACROLIDE;MACROLIDE-AZI;QUATERNARY AMMONIUM;QUINOLONE;QUINOLONE/TRICLOSAN;RIFAMYCIN;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM;aac(3)-IId;aac(3)-IIe;aac(3)-IIg;aac(6')-IIc;aac(6')-Ib-cr5;aadA1;aadA2;ant(2'')-Ia;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;arr;blaCARB-4;blaCTX-M;blaCTX-M-15;blaOXA;blaOXA-1;blaOXA-10;blaPSE;blaSCO;blaSCO-1;blaSHV;blaSHV-12;blaTEM;blaTEM-1;catA1;catA2;catB3;cmlA5;dfrA1;dfrA12;dfrA14;dfrA15;dfrA19;dfrA23;dfrA5;dfrA7;ere(A);floR;gyrA_S83F;mph(A);mph(E);msr(E);qacE;qacEdelta1;qacL;qnrA;qnrA1;qnrB;qnrB1;qnrB2;qnrS1;sul1;sul2;tet(A);tet(D);Col(BS512)_1;Col156_1;Col440II_1;Col440I_1;Col8282_1;ColRNAI_1;IncA/C2_1;IncFIA(HI1)_1_HI1;IncFIB(pHCM2)_1_pHCM2;IncFII(S)_1;IncFII(p96A)_1_p96A;IncFII(pRSB107)_1_pRSB107;IncHI1A(CIT)_1_pNDM-CIT;IncHI1B(CIT)_1_pNDM-CIT;IncHI1B(R27)_1_R27;IncHI2A_1;IncHI2_1;IncI1_1_Alpha;IncL/M(pMU407)_1_pMU407;IncN_1;IncQ1_1;IncX4_1;IncX4_2;IncY_1;p0111_1
32640_1_316;1035531;ERS3779186;ERR9516333;SAMEA110144035;ERR9855647;307513;307513;7922;750;4;4;12;pass;yes;Concord;The Netherlands;2006;stool;DTU Denmark;NA;NA;Nanopore reference genome;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_317;60329;ERS3779185;ERR9516334;NA;NA;307512;42439;7922;750;4;4;12;pass;yes;Concord;Ireland;2006;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_344;70360;ERS3779192;ERR9516347;NA;NA;307498;307498;7922;750;4;4;12;pass;yes;Concord;USA;2006;stool;DTU Denmark;Ethiopia;NA;US/Minnesota;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32640_1_345;70361;ERS3779193;ERR9516348;NA;NA;307495;307495;7922;750;4;4;12;pass;yes;Concord;USA;2006;stool;DTU Denmark;Ethiopia;NA;US/ Minnesota;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32640_1_352;70362;ERS3779195;ERR9516351;NA;NA;307509;307509;7922;750;4;4;12;pass;yes;Concord;USA;2006;stool;DTU Denmark;Ethiopia;NA;US/ Minnesota;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32640_1_353;70364;ERS3779194;ERR9516352;NA;NA;307504;307504;7922;750;4;4;12;pass;yes;Concord;USA;2007;stool;DTU Denmark;Ethiopia;NA;US/Massachusetts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32640_1_372;254833;ERS3779199;ERR9516357;SAMEA110144034;ERR9855646;307489;307489;7922;750;4;4;14;pass;yes;Concord;The Netherlands;2003;stool;DTU Denmark;NA;NA;Nanopore reference genome;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;2;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
32640_1_14;196804;ERS3779206;ERR9516183;NA;NA;44272;44272;7922;750;4;4;14;pass;yes;Concord;Austria;2004;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;2;1;1;0;0;0;0;0;1;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
32640_1_18;201504;ERS3779207;ERR9516185;NA;NA;307959;307959;7922;750;4;4;14;pass;yes;Concord;Austria;2004;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;2;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
32640_1_22;751304;ERS3779210;ERR9516187;NA;NA;308003;308003;7922;750;4;4;14;pass;yes;Concord;Austria;2004;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
FD01846413;GR880;ERS3943575�;ERR3635360;NA;NA;210173;210173;7922;750;4;4;12;pass;yes;6,7:l,v:-;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;1;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
FD01848726;GR869;ERS3945014�;ERR3636812;NA;NA;211539;211539;7922;750;4;4;14;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;1;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
FD01848734;GR870;ERS3945020�;ERR3636818;NA;NA;211591;211591;7922;750;4;4;14;pass;yes;Concord;Ethiopia;2006;blood;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
FD01848741;GR852;ERS3945024�;ERR3636822;NA;NA;211766;211766;7922;750;4;4;12;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
FD01848749;GR853;ERS3945027�;ERR3636825;NA;NA;211757;211757;7922;750;4;4;12;pass;yes;6,7:-:-;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;1;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
FD01848780;GR801;ERS3945036�;ERR3636835;NA;NA;211755;211755;7922;750;4;4;12;pass;yes;6,7:l,v:-;Ethiopia;2006;blood;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;0;0;0;0;0;2;0;0;1;3;2;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
FD01848781;NA;ERS3945037�;ERR3636836;NA;NA;211578;211578;7922;750;4;4;14;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
FD01848787;GR38;ERS3945040�;ERR3636839;NA;NA;211577;211577;7922;750;4;4;12;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;96.49;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
FD01848788;GR838;ERS3945041�;ERR3636840;NA;NA;211589;211589;7922;750;4;4;12;pass;yes;Concord;Ethiopia;2006;blood;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
FD01848796;GR846;ERS3945044�;ERR3636843;NA;NA;211760;211760;7922;750;4;4;14;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;100;0;100;0
FD01848797;GR865;ERS3945045�;ERR3636844;NA;NA;211808;211808;7922;750;4;4;12;pass;yes;6,7:l,v:-;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;1;1;0;1;0;0;0;0;2;0;0;0;3;2;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
FD01848803;GR450;ERS3945048�;ERR3636847;NA;NA;211581;211581;7922;750;4;4;12;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;1;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;99.12;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
FD01848805;GR867;ERS3945050�;ERR3636849;NA;NA;211575;211575;7922;750;4;4;12;pass;yes;Concord;Ethiopia;2006;blood;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
FD01872702;GR872;ERS3946423�;ERR3638208;NA;NA;212711;212711;7922;750;4;4;14;pass;yes;6,7:-:-;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;1;1;0;0;0;0;2;0;0;1;3;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;94.6;0;0;100;0
FD01872716;GR874;ERS3946427�;ERR3638212;NA;NA;212708;212708;7922;750;4;4;14;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
FD01872742;GR877;ERS3946436�;ERR3638221;NA;NA;212706;212706;7922;750;4;4;12;pass;yes;Concord;Ethiopia;2006;stool;Jimma University;Ethiopia;Addis Ababa;NA;0;2;2;2;1;0;0;0;0;2;0;0;1;3;2;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0
32640_1_196;50004;ERS3779336;ERR9516273;NA;NA;307406;307406;7922;750;4;4;14;pass;yes;Concord;France;2005;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;2;1;0;1;0;0;0;0;2;0;0;0;3;2;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;100;0
NA;CFSAN031283;SRS4789351;SRR9090883;NA;NA;181557;181557;7922;750;4;4;13;pass;yes;NA;Ethiopia;2013;stool;FDA CFSAN;Ethiopia;Addis Ababa;NA;0;1;2;1;1;0;0;0;0;2;0;0;1;1;2;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0
32640_1_17;78136;ERS3779230;ERR9516184;NA;NA;308000;308000;7922;750;5;2;5;pass;yes;Concord;France;2007;stool;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;1;1;2;1;1;0;3;0;2;1;0;1;2;2;2;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_119;101234;ERS3779225;ERR9516235;NA;NA;307448;307448;7922;750;5;2;5;pass;yes;Concord;France;2010;stool;Institut Pasteur;NA;NA;NA;0;1;2;1;0;0;0;2;0;1;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_185;18001058;ERS3779280;ERR9516268;NA;NA;307461;307461;7922;750;6;5;16;pass;yes;Concord;France;2018;stool;Institut Pasteur;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_198;90231;ERS3779285;ERR9516274;NA;NA;307424;307424;7922;750;5;2;5;pass;yes;Concord;France;2009;blood;Institut Pasteur;Ethiopia;NA;Adoptee from Ethiopia;0;1;1;2;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_219;98390;ERS3779292;ERR9516285;NA;NA;307401;307401;7922;750;5;2;6;pass;yes;Concord;France;2009;stool;Institut Pasteur;NA;NA;NA;0;1;2;1;1;1;0;1;0;2;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0
32640_1_265;10006670;ERS3779312;ERR9516308;NA;NA;307529;307529;7922;750;5;2;6;pass;yes;Concord;France;2010;stool;Institut Pasteur;NA;NA;NA;0;1;2;1;1;1;0;3;1;1;0;0;1;3;2;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
2278;12072491;ERS12242843;ERR9855643;NA;NA;166330;166330;7922;750;5;2;4;pass;yes;Concord;Belgium;2012;stool;ITM;Ethiopia;NA;nr tube: 2278;0;1;2;1;1;1;0;1;1;2;1;0;1;2;2;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_320;12020315;ERS3779326;ERR9516335;NA;NA;307507;307507;7922;750;5;2;4;pass;yes;Concord;Belgium;2012;human;ITM;Ethiopia;NA;nr tube: 2222;0;1;2;1;1;1;0;1;1;2;1;0;1;2;2;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_327;12020381;ERS3779327;ERR9516338;NA;NA;307506;307506;7922;750;5;2;4;pass;yes;Concord;Belgium;2012;human;ITM;Ethiopia;NA;nr tube: 2223;0;1;2;1;1;1;0;1;1;2;1;0;1;2;2;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_224;74806;ERS3779345;ERR9516287;NA;NA;307403;307403;7922;750;5;2;6;pass;yes;Concord;France;2007;stool;Institut Pasteur;NA;NA;NA;0;1;2;2;1;1;0;3;1;1;0;0;1;3;2;1;2;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;100;0;100;0;0;0;0;0;0
32640_1_346;18001229;ERS3779352;ERR9516349;NA;NA;307497;307497;7922;750;6;5;16;pass;yes;Concord;France;2018;stool;Institut Pasteur;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32640_1_349;75541;ERS3779355;ERR9516350;NA;NA;307499;307494;7922;750;5;2;4;pass;yes;Concord;France;2007;stool;Institut Pasteur;NA;NA;NA;0;1;2;1;1;1;0;1;1;2;1;0;1;2;2;2;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;2;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0
32640_1_360;70365;ERS3779196;ERR9516354;NA;NA;307487;307487;7922;750;5;2;4;pass;yes;Concord;USA;2007;stool;DTU Denmark;Ethiopia;NA;US/ Massachusetts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32640_1_368;70367;ERS3779197;ERR9516356;NA;NA;308004;307487;7922;750;5;2;4;pass;yes;Concord;USA;2007;stool;DTU Denmark;Ethiopia;Addis Ababa - Orphanage E;US/Massachusetts;0;1;2;2;1;1;0;1;1;1;0;0;1;2;2;2;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_26;140405I;ERS3779209;ERR9516189;NA;NA;307955;307955;7922;750;5;2;6;pass;yes;Concord;Austria;2005;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;1;2;1;1;1;0;3;1;1;0;0;1;3;2;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_31;140405II;ERS3779208;ERR9516191;NA;NA;307491;307491;7922;750;5;2;6;pass;yes;Concord;Austria;2005;human;DTU Denmark;Ethiopia;NA;Adoptee from Ethiopia;0;1;1;1;1;1;0;1;0;1;0;0;1;2;2;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
32640_1_55;BSPR_P8208;ERS3779215;ERR9516203;NA;NA;9278;9278;7922;750;5;2;4;pass;yes;Concord;NA;NA;NA;DTU Denmark;NA;NA;NA;0;1;2;2;1;1;0;1;0;2;1;0;1;2;2;2;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0
SRS4068907;550813;SRS4068907;SRR8225163;NA;NA;139022;139022;7922;750;6;5;16;pass;yes;NA;UK;2018;human;UKHSA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
